,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Story_Id,Title,Abstract
171,171,19.0,0.670199990272522,"Hand, Schule, mein, Frau, Kind, Mutter, alt, Erde, Tier, Papa",452,"Der Tag, an dem Lisa eine Kröte schlucken musste","Lisa ist eine 15-jährige Schülerin, die das tun möchte, was man in Zeiten der Digitalisierung halt so tut als pubertierender Teenager: 
Auf Social Media aktiv sein und zur YouTube-Berühmtheit aufsteigen. Und der süße Tim, ihr heimlicher Schwarm, ist auch schon aufmerksam geworden auf Lisas Videoprojekte...
Doch dann kommt alles ganz anders: Bufo, die sprechende Kröte, platzt plötzlich in das unbeschwerte Leben von Lisa Gruber hinein. Er bittet Lisa um Hilfe bei der Aufklärung eines gigantischen Irrtums, von dessen Auflösung das Stoppen der Klimaerwärmung abhängen könnte. Mit einem Male sieht sich Lisa einem Berg an Verantwortung gegenüber, der ihr in ihrem bisherigen Leben als Fasionqueen völlig fremd war..."
172,172,5.0,0.8593000173568726,"Tier, Frau, Wald, Auge, Haus, Vater, alt, mein, Mutter, Freund",453,Lena und die Bienenretter,"Die Geschichte eines Mädchens, das mit nur einer kleinen Tat nicht nur neue Freunde findet, sondern auch ein kleines gelb-schwarz gestreiftes Leben und sogar ein kleines bisschen die ganze Welt rettet."
173,173,0.0,0.9988999962806702,"Auge, Mutter, Kind, Baum, Kopf, Vater, Hand, Wasser, Frau, Welt",454,FLOh," 
Macht, dass ihr fortkommt, sagte der Gletscher
Eiszapfen in seinen Augen
Sie glitzerten in der Sonne, aber sie rochen nicht nach Gold
Sondern nach Abschied
Also packten sie ihre Bündel, bedankten sich für die Zeit
Und waren fort ehe das Eis schmolz
"
174,174,19.0,0.453000009059906,"Hand, Schule, mein, Frau, Kind, Mutter, alt, Erde, Tier, Papa",456,Emils persönlicher Beitrag,"Emils Eltern machen eigentlich alles richtig zum Thema Klimaschutz. Trotzdem verlangt Emils Lehrerin nun von ihm, dass er sich noch etwas ausdenkt. Emil findet das gemein. Verzichtet er nicht ohnehin schon viel viel mehr als alle anderen?"
175,175,5.0,0.9965000152587891,"Tier, Frau, Wald, Auge, Haus, Vater, alt, mein, Mutter, Freund",457,Eine Reise durch die Zeit,"Eine Reise durch die Zeit

Nach einem anstrengendem Schultag finden Allie und Kay auf dem Weg nach Hause zwischen weggeworfenen Plastikflaschen und Papiertüten eine kleine Kiste, in der sich ein goldener Kompass befindet. Doch wie sich herausstellt ist dies gar kein normaler Kompass, sondern eine Zeitmaschine. Mit ihrer Hilfe kommen sie in die Zukunft aber auch in eine längst vergessene Vergangenheit und erleben ein Abenteuer, welches sie niemals vergessen werden. "
176,176,17.0,0.9991000294685364,"Hand, Kopf, Erde, Auge, Kind, Frau, Mutter, alt, Wald, Tier",458,"Der Junge, der das Gras wachsen hörte","Fin hört das Gras wachsen – wenn auch nur in seinen Träumen. Doch es macht ihn glücklich und schenkt ihm eine Vision: Er möchte den überdüngten Vorgarten vor dem Haus, in dem er wohnt, in eine wilde Wiese verwandeln. Dieses Vorhaben wird eine Kettenreaktion zur Folge haben und sein ganzes Leben und die Straße, in der er lebt, vollkommen verwandeln ..."
177,177,1.0,0.6255999803543091,"Vater, Mutter, Hand, Papa, Erde, Wasser, alt, Freund, Kopf, mein",459,Himbeeren und Hummeln,"Die Großstädterin Bernadette verbringt einen Teil ihrer Sommerferien auf dem Land und freundet sich schnell mit Lisa an. Lisas Familie besitzt einen großen Garten und deswegen weiß sie viel über das Zusammenspiel von Pflanzen und Insekten - eben auch, warum es ohne Hummeln weniger Himbeeren gäbe. Bernadette lernt von Lisa viel Neues und überlegt, was auch sie für die Hummeln tun kann."
178,178,8.0,0.9987999796867371,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",460,Das große Wunder der scheinbar kleinen Teile,"
Kratzige Luft, die traurige Mutter und vergiftete Böden - die Aussichten für den jungen Jolan könnten besser sein. 

Zum Glück ist da Marlene, Jolans vertraute und kluge Freundin. Mit ihr unternimmt er Ausflüge, ja Expeditionen auf das nahgelegene Gelände einer ehemaligen Fabrik. Dort bilden sich nach und nach geheimnisvolle Tümpel und auch neue Vogelarten sind in den letzten Jahren aufgetaucht.

Beim diesmaligen Ausflug geschehen jedoch Dinge, die sich weder Jolan noch Marlene zuvor erträumt haben. Und der Traum ist hier das Stichwort...

Geheimnisvolle Gedichte oder vielleicht Zauberformeln? Eine funkelnde Mappe. Und dann auch noch der alte Johann, der auf irgendeine Weise mit alldem in Verbindung zu stehen scheint...

"
179,179,17.0,0.8064000010490417,"Hand, Kopf, Erde, Auge, Kind, Frau, Mutter, alt, Wald, Tier",462,Ozean,"Dein Name ist Lærche und dies ist deine Geschichte. Aber nicht durch Absicht, du bist da mehr so zufällig reingeschlittert. Es fängt an einem Freitag an – nein, das stimmt nicht ganz. Angefangen hat es schon viel früher, aber da wusstest du nichts davon und das ist auch nicht deine Schuld.
Eigentlich genießt du einen schönen Frühlingstag, aber dann erfährst du, dass der Ozean – der Weltenwald – krank ist. Kurzerhand entscheiden sich deine Freunde und du dazu, mal nach dem Rechten zu sehen. Ihr geht in den Weltenwald."
180,180,18.0,0.8195000290870667,"Baum, Frau, Haus, Tier, Auge, mein, Wald, Mama, Kind, Wasser",463,Matschwinter,"Lea kickt den Matsch mit ihren Stiefeln auf die Straße.
""Wie soll ich daraus einen Schneemann bauen?"" 

Einen Schneemann-Wettbewerb gibt es dieses Jahr wohl nicht.
Lea und ihre Freundinnen möchten erfahren, warum es nicht mehr schneit.
Von Luises Großtante Elsa lernen sie über die wichtigsten Erfindungen der Menschheit und welchen Schaden diese in ihrer schönen Welt angerichtet haben.
Sie überlegen sich einen Plan.
Wird Lukas, der Einfallsreichste und Hinterhältigste in der ganzen Stadt, ihnen dazwischenfunken?"
181,181,8.0,0.9991000294685364,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",464,Wir sind Schuld,"Wir sind Schuld
Carter, ein zwölfjähriger Junge, wohnt mit seiner Familie, seinen Freunden, Bekannten und Feinden in einem Dorf in Neuseeland. Eines Tages bemerkt er mit seinen drei Freunden Ethan, Matthew und Cohen eine Möwe mit Plastik im Schlund. Von jenem Tag an fallen den Freunden, die übrigens leidenschaftliche Surfer und Beachfußballer sind, naturelle Unregelmäßigkeiten im Alltag auf, das später zu einem erbitterten Ende führt. Mit oder ohne Verlusten?



"
182,182,8.0,0.9991000294685364,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",469,Kakao-Krisen-Klamauk,"Tim hasst es, wenn seine Eltern ihn ignorieren, wenn er von der Lehrerin gerügt wird oder wenn sein Fußballtrainer ihn übergeht – welcher 11-jährige Junge täte das nicht? Aber noch viel mehr hasst Tim es, wenn Erwachsene ihm keinen Glauben schenken. Wenn sie ihn für verrückt halten und behaupten er würde nur nach Aufmerksamkeit lechzen, wo doch mitten in der Mathematikstunde bei Frau Preuße sein Einweg-Kako-Becher plötzlich zu sprechen beginnt und ihm sein Leiden klagt! Aber Klaudius, wie sein neuer papierner Freund sich nennt, scheint von niemand anderem gehört zu werden als von Tim – der Beginn eines schrägen Abenteuers in dem Tim lernt, das es die kleinen Dinge sind, die großes nach sich ziehen, und das jeder, ob Erwachsener oder Kind, seinen Beitrag dazu leisten kann, die Welt zu einem besseren Ort zu machen.  "
183,183,18.0,0.7613999843597412,"Baum, Frau, Haus, Tier, Auge, mein, Wald, Mama, Kind, Wasser",471,Perspektiven,"Rektor Mustapha S. Mulacrum von der Universität Wien ist gezwungen zu handeln. Zu groß ist der Druck seiner klimabewussten Studierenden, als dass seitens der Universität keine Antwort auf die Reformvorhaben der Regierung folgen könnte. Steuern sind gekommen, Flugreisen nehmen graduell ab. Aus Gründen der Gerechtigkeit sollen die Studierenden nun „freiwillig“ auf ihre Reisen verzichten, andernfalls droht der Ausschluss. Doch für manche sind Flugreisen essentiell. Wer an verschiedenen Orten der Welt verwurzelt ist, verliert nicht die Möglichkeit zu reisen, sondern sein zu Hause. Für die in Wien lebende Kanadierin Amy Anderson ist das ein schreckliches Szenario. Monatelang hat sie protestiert, versucht die neuen Regeln der Universität zu verhindern, erfolglos. Will sie ihre Ausbildung fortsetzen, ist sie gezwungen in Wien zu bleiben. Dieses Problem kennt ihr Wiener Kollege Johann „Johnny“ Zollinger nicht. Das Unternehmen seiner Familie, Zollinger Stahl, wird seit Generationen von Wien aus geführt. Für ihn ist nicht nachvollziehbar, warum Amy nicht im Dienste der größeren Sache auf das Flugzeug verzichten will. Um ihn verstehen zu machen, nimmt die Aktivistin ihn mit zu ihrer Freundin Freddy Aboah in eine Spielhölle wo Geld für die hochpreisigen Flugtickets erspielt werden. Freddy erzählt die Geschichte vom Abend des 14. Juli. Amy und sie erspielten gemeinsam eine Unsumme von Geld, das gesamte Vermögen des Unternehmers William, der aus seiner Frustration über die Entwicklung der Welt einen mutigen Schritt ergreift: Er sagt „Nein“ und steigt aus, stemmt sich gegen das Rad, das die Welt zu zerquetschen droht. Mit dem Geld versuchen Aktivistinnen und Aktivisten um Amy und Freddy nun weitere Unternehmensvorstände „aus dem System zu kaufen“. Darunter sind auch Mariella Zollinger und ihr Mann, die Eltern von Johann Zollinger. Für ihn, der nie daran gedacht hätte, dass der wirtschaftliche Exit seiner Eltern Realität werden könnte, kommt die Nachricht als Schock. Obwohl er sich zu Amys radikalen Positionen hingezogen fühlt, überwältigt ihn das Gefühl, dass seine Identität als Sohn einer Unternehmerfamilie teilweise aufgelöst wird.
	Monate bevor Freddy die Geschichte erzählt, lernt Johnny Amy in einem Café kennen. Er kommt mit der Kellnerin ins Gespräch während eine Demonstration gegen die Reformen der Regierung vor der Türe vorbeizieht. Die Demonstration atet aus, die Polizei schreitet ein. Vor dem Hintergrund der Straßenschlacht diskutieren Amy und Johnny, die im Café festsitzen ihre Perspektiven auf die Ereignisse. Amy widerspricht Johnnys Idee, dass Flugzeuge prinzipiell schädlich seien. Sie sind Ausdruck einer Kultur des Maßlosen, die sie für eigentlich schädlich hält. Den Unwillen, menschliche Freiheit auf der Erde in „natürliche“ Schranken zu weisen. Die Demonstration wird von der Polizei zerschlagen und Normalität kehrt ein. Amy geht zurück an ihre Arbeit, Johnny verlässt das Café und fährt in den Wald."
184,184,8.0,0.5651000142097473,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",472,Die schwimmenden Gärten,"Die blaue Stunde ist angebrochen und Adhira schleicht sich davon. Ihre Reise führt sie zum Fluss und auf dem Fluss tief in die geheimnisvollen Mangrovenwälder des Sundarbans, wo der Dämonenkönig herrscht und der Königstiger durch den Dschungel streift.
Doch sie kann dem Problem nicht entkommen, vor dem sie flieht, denn es betrifft nicht nur sie, sondern ganz Bangladesch. Und der Meeresspiegel steigt."
185,185,11.0,0.9990000128746033,"Auge, Welt, Haus, Baum, Hand, Erde, Frau, Eltern, Luft, alt",473,Juna und der Wilde Garten,"Juna und der Wilde Garten  
 
Finn drehte sich im Kreis. Er hielt das Smartphone in die Höhe, verlängert durch seinen Selfie-Stick. Er filmte sich dabei wie er lippensynchron einen Song von Samy Deluxe tappte, vermutlich Hochkultur...


"
186,186,6.0,0.9988999962806702,"Auge, Tier, Mutter, Hand, Erde, Baum, Kind, Kopf, Eltern, Haus",474,Die Stunde Null,"Alles begann, als Emmi spürte, dass sich alles ändern wird. Doch das schaffte sie nicht alleine. So kam es, dass an einem gewöhnlichen Dienstagmorgen alles, aber auch alles anders wurde."
187,187,0.0,0.5590999722480774,"Auge, Mutter, Kind, Baum, Kopf, Vater, Hand, Wasser, Frau, Welt",475,Die Regenwasserbande,"Lukas hatte sich so auf die Sommerferien bei seinem Großvater gefreut, besonders auf den Teich in dem er immer baden konnte. Doch der Teich war nur noch eine Pfütze und auch der Brunnen war ausgetrocknet. Zum Glück war wenigstens sein Freund Paul da. Gemeinsam machten sie sich auf die Suche nach dem verschwundenen Wasser. Gemeinsam mit Jannick heckten sie einen verrückten Plan aus. Würden sie es tatsächlich schaffen, den Teich wieder zu befüllen?"
188,188,5.0,0.5619999766349792,"Tier, Frau, Wald, Auge, Haus, Vater, alt, mein, Mutter, Freund",478,Harmonika entdeckt die Superkraft ihres magischen Auges,"Der zwölfjährigen Harmonika lebt in einer kleinen Stadt am Rande des letzten großen Waldes. Seit einiger Zeit passieren ihr aber so einige seltsame Dinge: Die Trauerweide in ihrem Garten scheint von magischen Kräfte besessen zu sein, dann verfärbt sich plötzlich eines ihrer Augen und wird grün. Zufällig entdeckt Harmonika ein paar Wochen später, dass ihr grünes Auge ebenfalls magische Dinge tun kann: Plastikflaschen und Autoreifen wieder organisch zu machen zum Beispiel und in scheinbar nutzlose Tannenzapfen oder Blumen zu verwandeln. Doch dies ist erst der Anfang von Harmonikas Abenteuern. Ihr wird schon bald mitgeteilt, dass sie noch viel größere Aufgaben zu erledigen hat. Laut dem alten magischen Buch aus der Baumhöhle, ist Harmonika nämlich die letzte Hoffnung für den großen Wald, seine Bewohner und die Menschen der Kleinstadt. "
189,189,18.0,0.9847000241279602,"Baum, Frau, Haus, Tier, Auge, mein, Wald, Mama, Kind, Wasser",479,Noas Entdeckung,"Noas Entdeckung


Als Noa am ersten warmen Frühlingstag endlich wieder in ihren Freunden am Bach im nahegelegenen Wald spielen kann, machen die drei eine schreckliche Entdeckung. Plötzlich scheint nicht nur ihr Bandenquartier in Gefahr, sondern auch das Leben vieler Tiere und Pflanzen. Auf der Suche nach einer Lösung, lernen Noa und ihre Freunde die Klimabewegung ""Fridays for Future"" kennen und finden dort Verbündete für ihren Plan zur Rettung des Waldstücks..."
190,190,1.0,0.5008000135421753,"Vater, Mutter, Hand, Papa, Erde, Wasser, alt, Freund, Kopf, mein",480,Bunte Mandalas retten nicht die Welt,"Lizy liebt es kreativ zu sein. Malen, basteln, nähen und stylen gehören zu ihren Hobbys. Leider alles keine Fähigkeiten mit denen man eine Welt retten könnte. "
191,191,13.0,0.8367999792098999,"Erde, Wasser, Mutter, Kopf, Haus, Auge, mein, Vater, Eltern, Baum",485,"Nika, Humboldt und die kleine graue Greta","Nikas Papa ist ein echter Öko. Er kauft Lebensmittel aus der Region ein, trinkt Kräutertee und macht am liebsten Urlaub zu Hause. Nika findet das ziemlich öde. Sie würde viel lieber mit dem Flugzeug nach Italien fliegen und dort ein großes Bananensplit Eis essen. Dass das schlecht fürs Klima ist, stört sie herzlich wenig. Doch dann macht sie am heimischen Ostseestrand eine ungewöhnliche Entdeckung... "
192,192,17.0,0.5677000284194946,"Hand, Kopf, Erde, Auge, Kind, Frau, Mutter, alt, Wald, Tier",486,Malu – Die Termitenprinzessin,"Enttäuscht von den leeren Versprechungen der Erwachsenen, beschließen Malu und die Kinder vom ""Schwarzen Raucher"" ihr Schicksal in die eigene Hand zu nehmen. Gemeinschaftlich entwerfen sie fantastische Überlebensstrategien und bauen eine unterirdische Stadt für sich auf. Dabei helfen ihnen unter anderem ihre ungewöhnlichen Tierpatenschaften, ihr Mut und ihre Zusammenhalt untereinander."
193,193,12.0,0.9988999962806702,"Auge, Erde, Hand, Baum, Schule, Welt, Eltern, Papa, Wasser, Frau",487,Eiskalt mit Aussicht auf Klimawandel,"Am anderen Ende der Welt, wo die Sonne im Polarmeer versinkt und Schlittenhunde kilometerlange Strecken über dem Eis zurücklegen, lebt ein Mädchen namens Mila. Jeder Tag gleicht dem anderen. Doch eines morgens tritt ein Junge in ihr Leben und verändert alles."
194,194,8.0,0.9987999796867371,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",488,Ich liebe dich Klima,"Ich liebe dich,Klima!

Lara steht am Strand und verletzt sich an einem kleinen Stück Hartplastik. Da fällt ihr auf wie verschmutzt der Ozean durch den ganzen Plastik müll ist. Mit ihrem Papagei Manto versucht sie was dagegen zu unternehmen, was leider gar nicht so einfach ist.......
"
195,195,11.0,0.8447999954223633,"Auge, Welt, Haus, Baum, Hand, Erde, Frau, Eltern, Luft, alt",489,Familie Maus verlässt ihr Haus,"Familie Maus verläßt ihr gutes, altes Haus


Erster Teil – Die Suche nach einem Ausweg

 „Kein Weiß dieses Jahr.“, stellt Opa Maus mißmutig fest, während er seine feine Nase mit den weißen langen Schn"
196,196,11.0,0.9991000294685364,"Auge, Welt, Haus, Baum, Hand, Erde, Frau, Eltern, Luft, alt",490,Das Wolkenland,"Das Wolkenland
 
Glück war einst ein Merkmal des Wolkenlandes. Doch Sky war nicht glücklich. Am Morgengrauen trommelten Mutter Wolke und Vater Wolke die Familie zusammen und starteten den Tag mitihrem üblichen Ritual. Sky spielte jeden Morgen mit. Allerdings tat sie es niemals mit Begeisterung, sodass ihre Eltern ständig Sorge trugen. Nach qualvollen Minuten versprach Sky zur Erleichterung ihrer Eltern: „Nie, Niemals werde ich auf die Welt schauen!“ Dies war das einzige Geheimnis im Wolkenland. Zugleich war es das Einzige in Skys Leben, was ihre Neugierde weckte. "
197,197,1.0,0.9991000294685364,"Vater, Mutter, Hand, Papa, Erde, Wasser, alt, Freund, Kopf, mein",491,Miro und der Traum,"Eines Tages wacht Miro auf, und findet eine komplett neue Welt – sie ist schwarz-weiß, in der er jetzt auf einmal lebt. Nach einer großen Umweltzerstörung haben die Menschen erneut angefangen normal zu leben. Dennoch ist vieles unterschiedlicher als früher. Miro ist plötzlich Teil einer isolierten Gesellschaft, die in einer Siedlung mit raumschiffähnlichen Gebäuden lebt.
Miro wacht diesmal wirklich auf und stellt fest, diese neue Welt war nur ein Traum. Aber er erzählt seinen Traum seiner Familie, und alle sind begeistert, denn sie haben das große Umweltproblem besser verstanden. Denn keiner will in einer so künstlichen, eingeschränkten, schwarz-weißen Gesellschaft wie von Miros Traum leben. Und nur durch Liebe können wir andere für Gutes bewegen. "
198,198,5.0,0.9991000294685364,"Tier, Frau, Wald, Auge, Haus, Vater, alt, mein, Mutter, Freund",492,Die verwinkelten Pfade des geheimen Gartens,"Rhonda und ihr Meister entdecken auf eine ihrer vielen Reisen in die versunkene Stadt ""London"" einige Bücher, die an den ihren tiefsten Meinungen rütteln..."
199,199,11.0,0.5485000014305115,"Auge, Welt, Haus, Baum, Hand, Erde, Frau, Eltern, Luft, alt",494,Mutter Erde,"                                                                                                                   Mutter Erde
 
In einem kleinen verschlafenen Dorf namens „Natura“ lebten zwei Geschwister, welche die gute Fee ""Mutter Erde"" vor den Menschen retten müssen . Sie begeben sich auf eine spannende Reise und stellen sich Ihren Ängsten . "
